name,variable_description,data_collection_period,educational_category,high_school_diploma,college_degree,graduate_degree,population_estimate
"Chickasaw County, Iowa",Professional school degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,41
"Grundy County, Iowa",3rd grade,2008-2012,Less than High School,No,No,No,0
"Cherokee County, Iowa",7th grade,2014-2018,Less than High School,No,No,No,18
"Davis County, Iowa",Nursery school,2014-2018,Less than High School,No,No,No,0
"Delaware County, Iowa",Kindergarten,2013-2017,Less than High School,No,No,No,0
"Hancock County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,962
"Van Buren County, Iowa",Kindergarten,2012-2016,Less than High School,No,No,No,0
"Floyd County, Iowa",6th grade,2014-2018,Less than High School,No,No,No,23
"Montgomery County, Iowa",10th grade,2012-2016,Less than High School,No,No,No,177
"Cherokee County, Iowa",8th grade,2009-2013,Less than High School,No,No,No,136
"Fayette County, Iowa",Bachelor's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,1769
"Marshall County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,1045
"Franklin County, Iowa",3rd grade,2015-2019,Less than High School,No,No,No,0
"Madison County, Iowa",Doctorate degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,14
"Marshall County, Iowa",Total,2016-2020,NA,NA,NA,NA,26327
"Cedar County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,226
"Ringgold County, Iowa",No schooling completed,2011-2015,Less than High School,No,No,No,10
"Montgomery County, Iowa",Associate's degree,2013-2017,Some College or Associates Degree,Yes,Yes,No,926
"Story County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,3253
"Buchanan County, Iowa",GED or alternative credential,2013-2017,High School Graduate,Yes,No,No,686
"Audubon County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,96
"Humboldt County, Iowa",Bachelor's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,1032
"Guthrie County, Iowa",7th grade,2008-2012,Less than High School,No,No,No,15
"O'Brien County, Iowa",GED or alternative credential,2009-2013,High School Graduate,Yes,No,No,417
"Buchanan County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,0
"Dubuque County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,3968
"Iowa County, Iowa",No schooling completed,2015-2019,Less than High School,No,No,No,24
"Sac County, Iowa",Master's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,283
"Monona County, Iowa",7th grade,2013-2017,Less than High School,No,No,No,13
"Franklin County, Iowa",2nd grade,2015-2019,Less than High School,No,No,No,0
"Montgomery County, Iowa",4th grade,2009-2013,Less than High School,No,No,No,13
"Franklin County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,7
"Pottawattamie County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,290
"Decatur County, Iowa",5th grade,2009-2013,Less than High School,No,No,No,6
"Chickasaw County, Iowa",7th grade,2012-2016,Less than High School,No,No,No,16
"Woodbury County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,0
"Guthrie County, Iowa",Master's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,292
"Jefferson County, Iowa",6th grade,2014-2018,Less than High School,No,No,No,45
"Marion County, Iowa",11th grade,2010-2014,Less than High School,No,No,No,213
"Davis County, Iowa",Bachelor's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,712
"Linn County, Iowa",2nd grade,2015-2019,Less than High School,No,No,No,73
"Cass County, Iowa",Total,2015-2019,NA,NA,NA,NA,9331
"Audubon County, Iowa","Some college, 1 or more years, no degree",2008-2012,Some College or Associates Degree,Yes,No,No,557
"Winnebago County, Iowa",8th grade,2015-2019,Less than High School,No,No,No,101
"Cherokee County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,0
"Des Moines County, Iowa",5th grade,2008-2012,Less than High School,No,No,No,6
"Woodbury County, Iowa",1st grade,2008-2012,Less than High School,No,No,No,12
"Warren County, Iowa",6th grade,2010-2014,Less than High School,No,No,No,20
"Wright County, Iowa",Kindergarten,2014-2018,Less than High School,No,No,No,14
"Louisa County, Iowa",Associate's degree,2010-2014,Some College or Associates Degree,Yes,Yes,No,729
"Madison County, Iowa","Some college, less than 1 year",2012-2016,Some College or Associates Degree,Yes,No,No,862
"Wayne County, Iowa",Total,2014-2018,NA,NA,NA,NA,4362
"Marshall County, Iowa",3rd grade,2015-2019,Less than High School,No,No,No,371
"Muscatine County, Iowa",9th grade,2015-2019,Less than High School,No,No,No,360
"Crawford County, Iowa",1st grade,2010-2014,Less than High School,No,No,No,52
"Linn County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,4
"Calhoun County, Iowa",Associate's degree,2012-2016,Some College or Associates Degree,Yes,Yes,No,878
"Ida County, Iowa",6th grade,2015-2019,Less than High School,No,No,No,2
"Clay County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,1401
"Ida County, Iowa",1st grade,2009-2013,Less than High School,No,No,No,2
"Decatur County, Iowa",Master's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,266
"Jefferson County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,1374
"Boone County, Iowa",5th grade,2012-2016,Less than High School,No,No,No,22
"Mills County, Iowa",Bachelor's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,1775
"Humboldt County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,115
"Cerro Gordo County, Iowa",5th grade,2010-2014,Less than High School,No,No,No,7
"O'Brien County, Iowa",3rd grade,2014-2018,Less than High School,No,No,No,47
"Jackson County, Iowa",6th grade,2015-2019,Less than High School,No,No,No,12
"Story County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,19
"Montgomery County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,0
"Johnson County, Iowa",Doctorate degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,4272
"Boone County, Iowa",Total,2016-2020,NA,NA,NA,NA,18654
"Monona County, Iowa",No schooling completed,2011-2015,Less than High School,No,No,No,10
"Linn County, Iowa",Bachelor's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,31995
"Monroe County, Iowa",3rd grade,2013-2017,Less than High School,No,No,No,1
"Decatur County, Iowa",Kindergarten,2014-2018,Less than High School,No,No,No,0
"Hardin County, Iowa","12th grade, no diploma",2014-2018,Less than High School,No,No,No,134
"Montgomery County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,14
"Johnson County, Iowa",5th grade,2010-2014,Less than High School,No,No,No,102
"Poweshiek County, Iowa",Regular high school diploma,2012-2016,High School Graduate,Yes,No,No,4197
"Mahaska County, Iowa","Some college, less than 1 year",2008-2012,Some College or Associates Degree,Yes,No,No,1170
"Delaware County, Iowa",8th grade,2011-2015,Less than High School,No,No,No,351
"Crawford County, Iowa",10th grade,2010-2014,Less than High School,No,No,No,248
"Henry County, Iowa",Nursery school,2014-2018,Less than High School,No,No,No,0
"Clay County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,169
"Jones County, Iowa",Nursery school,2013-2017,Less than High School,No,No,No,0
"Calhoun County, Iowa",4th grade,2011-2015,Less than High School,No,No,No,0
"Lucas County, Iowa",4th grade,2010-2014,Less than High School,No,No,No,0
"Emmet County, Iowa",2nd grade,2008-2012,Less than High School,No,No,No,0
"Cass County, Iowa",Regular high school diploma,2013-2017,High School Graduate,Yes,No,No,3347
"Worth County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,4
"Keokuk County, Iowa",No schooling completed,2011-2015,Less than High School,No,No,No,27
"Warren County, Iowa",Kindergarten,2010-2014,Less than High School,No,No,No,0
"Wapello County, Iowa",Professional school degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,227
"Cedar County, Iowa",GED or alternative credential,2014-2018,High School Graduate,Yes,No,No,417
"Worth County, Iowa",7th grade,2008-2012,Less than High School,No,No,No,10
"Lee County, Iowa",Total,2012-2016,NA,NA,NA,NA,24733
"Jackson County, Iowa",3rd grade,2013-2017,Less than High School,No,No,No,0
"Wayne County, Iowa","Some college, less than 1 year",2012-2016,Some College or Associates Degree,Yes,No,No,384
"Clarke County, Iowa",Bachelor's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,601
"Madison County, Iowa",Master's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,432
"Jasper County, Iowa",8th grade,2011-2015,Less than High School,No,No,No,471
"Palo Alto County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,17
"Louisa County, Iowa","12th grade, no diploma",2012-2016,Less than High School,No,No,No,256
"Louisa County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,0
"Guthrie County, Iowa",Regular high school diploma,2015-2019,High School Graduate,Yes,No,No,2679
"Marion County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,0
"Muscatine County, Iowa",Doctorate degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,80
"Ringgold County, Iowa",7th grade,2010-2014,Less than High School,No,No,No,0
"Van Buren County, Iowa",Master's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,222
"Clay County, Iowa","Some college, less than 1 year",2009-2013,Some College or Associates Degree,Yes,No,No,995
"Wayne County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,57
"Page County, Iowa",Nursery school,2011-2015,Less than High School,No,No,No,0
"Clay County, Iowa",2nd grade,2013-2017,Less than High School,No,No,No,45
"Cass County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,11
"Worth County, Iowa",5th grade,2014-2018,Less than High School,No,No,No,0
"Sioux County, Iowa","12th grade, no diploma",2011-2015,Less than High School,No,No,No,174
"Plymouth County, Iowa",4th grade,2011-2015,Less than High School,No,No,No,38
"Decatur County, Iowa",Regular high school diploma,2014-2018,High School Graduate,Yes,No,No,1587
"Boone County, Iowa",Total,2010-2014,NA,NA,NA,NA,18156
"Franklin County, Iowa",Professional school degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,61
"Buchanan County, Iowa",9th grade,2011-2015,Less than High School,No,No,No,97
"Lee County, Iowa",Professional school degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,226
"Wayne County, Iowa","Some college, 1 or more years, no degree",2011-2015,Some College or Associates Degree,Yes,No,No,514
"Louisa County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,526
"Worth County, Iowa",GED or alternative credential,2013-2017,High School Graduate,Yes,No,No,256
"Cass County, Iowa",5th grade,2014-2018,Less than High School,No,No,No,0
"Monroe County, Iowa",6th grade,2011-2015,Less than High School,No,No,No,2
"Adams County, Iowa",No schooling completed,2008-2012,Less than High School,No,No,No,29
"Iowa County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,44
"Winneshiek County, Iowa",8th grade,2012-2016,Less than High School,No,No,No,275
"Polk County, Iowa",GED or alternative credential,2008-2012,High School Graduate,Yes,No,No,11656
"Ida County, Iowa",Kindergarten,2010-2014,Less than High School,No,No,No,0
"Shelby County, Iowa",4th grade,2012-2016,Less than High School,No,No,No,4
"Pocahontas County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,0
"Wayne County, Iowa","12th grade, no diploma",2012-2016,Less than High School,No,No,No,53
"Story County, Iowa",Nursery school,2015-2019,Less than High School,No,No,No,22
"Mahaska County, Iowa",Professional school degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,125
"Palo Alto County, Iowa",Bachelor's degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,No,911
"Marion County, Iowa",2nd grade,2009-2013,Less than High School,No,No,No,0
"Hardin County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,1619
"Pottawattamie County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,9321
"Wright County, Iowa",8th grade,2010-2014,Less than High School,No,No,No,175
"Monroe County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,87
"Fremont County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,0
"Johnson County, Iowa",10th grade,2013-2017,Less than High School,No,No,No,365
"Marshall County, Iowa",Associate's degree,2010-2014,Some College or Associates Degree,Yes,Yes,No,2332
"Adams County, Iowa",9th grade,2008-2012,Less than High School,No,No,No,33
"Cerro Gordo County, Iowa",Regular high school diploma,2013-2017,High School Graduate,Yes,No,No,8313
"Decatur County, Iowa",9th grade,2012-2016,Less than High School,No,No,No,99
"Des Moines County, Iowa",Professional school degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,349
"Grundy County, Iowa",Regular high school diploma,2008-2012,High School Graduate,Yes,No,No,2843
"Fayette County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,0
"Hancock County, Iowa",3rd grade,2014-2018,Less than High School,No,No,No,0
"Hancock County, Iowa",2nd grade,2013-2017,Less than High School,No,No,No,0
"Crawford County, Iowa",11th grade,2008-2012,Less than High School,No,No,No,328
"Webster County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,5
"Page County, Iowa",10th grade,2010-2014,Less than High School,No,No,No,166
"Wayne County, Iowa",1st grade,2012-2016,Less than High School,No,No,No,2
"Boone County, Iowa","Some college, less than 1 year",2008-2012,Some College or Associates Degree,Yes,No,No,1767
"Keokuk County, Iowa",Master's degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,No,223
"Wapello County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,1110
"Worth County, Iowa",6th grade,2012-2016,Less than High School,No,No,No,5
"Floyd County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,343
"Jones County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,194
"Linn County, Iowa",2nd grade,2014-2018,Less than High School,No,No,No,64
"Johnson County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,4384
"Hamilton County, Iowa",Nursery school,2012-2016,Less than High School,No,No,No,2
"O'Brien County, Iowa",11th grade,2011-2015,Less than High School,No,No,No,132
"Marshall County, Iowa",Nursery school,2010-2014,Less than High School,No,No,No,11
"Story County, Iowa",Total,2012-2016,NA,NA,NA,NA,48629
"Henry County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,4129
"Winnebago County, Iowa","12th grade, no diploma",2008-2012,Less than High School,No,No,No,101
"Warren County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,3
"Pottawattamie County, Iowa",3rd grade,2012-2016,Less than High School,No,No,No,36
"Clinton County, Iowa",No schooling completed,2010-2014,Less than High School,No,No,No,162
"Audubon County, Iowa",Professional school degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,39
"Wapello County, Iowa",4th grade,2012-2016,Less than High School,No,No,No,0
"Clay County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,2095
"Cedar County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,120
"Louisa County, Iowa","Some college, 1 or more years, no degree",2012-2016,Some College or Associates Degree,Yes,No,No,1175
"Poweshiek County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,75
"Davis County, Iowa",10th grade,2009-2013,Less than High School,No,No,No,69
"Hancock County, Iowa",Total,2013-2017,NA,NA,NA,NA,7778
"Mills County, Iowa",Associate's degree,2013-2017,Some College or Associates Degree,Yes,Yes,No,1077
"Keokuk County, Iowa",Nursery school,2014-2018,Less than High School,No,No,No,4
"Adams County, Iowa",Regular high school diploma,2009-2013,High School Graduate,Yes,No,No,982
"Des Moines County, Iowa",Doctorate degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,85
"Carroll County, Iowa",GED or alternative credential,2015-2019,High School Graduate,Yes,No,No,490
"Jackson County, Iowa",Total,2008-2012,NA,NA,NA,NA,13884
"Mills County, Iowa",4th grade,2012-2016,Less than High School,No,No,No,9
"Cass County, Iowa",7th grade,2008-2012,Less than High School,No,No,No,15
"Mahaska County, Iowa",Nursery school,2008-2012,Less than High School,No,No,No,0
"Monroe County, Iowa",No schooling completed,2014-2018,Less than High School,No,No,No,43
"Dallas County, Iowa",GED or alternative credential,2010-2014,High School Graduate,Yes,No,No,1122
"Wapello County, Iowa",3rd grade,2010-2014,Less than High School,No,No,No,73
